,slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
696,bitcoin,BTC,Bitcoin,2015-03-25,1,185.602,186.892,177.382,184.65,35866900,3458950000,0.7642,12.68
697,bitcoin,BTC,Bitcoin,2015-03-26,1,184.71,190.762,183.683,186.398,25730000,3443230000,0.3835,9.44
698,bitcoin,BTC,Bitcoin,2015-03-27,1,186.428,192.608,183.907,185.273,17274900,3476180000,0.1569,11.6
699,bitcoin,BTC,Bitcoin,2015-03-28,1,185.227,190.657,185.227,189.6,16040900,3454980000,0.8052,7.24
700,bitcoin,BTC,Bitcoin,2015-03-29,1,189.555,189.855,180.637,182.032,21699400,3536570000,0.1513,12.29
701,bitcoin,BTC,Bitcoin,2015-03-30,1,182.16,186.93,179.407,185.648,23009600,3399510000,0.8295,10.03
702,bitcoin,BTC,Bitcoin,2015-03-31,1,185.587,186.547,182.055,183.165,22672000,3464410000,0.2471,5.99
703,bitcoin,BTC,Bitcoin,2015-04-01,1,183.165,185.655,180.87,185.453,22877200,3420100000,0.9577,6.38
704,bitcoin,BTC,Bitcoin,2015-04-02,1,185.317,190.845,184.065,189.75,26272600,3461060000,0.8385,9.04
705,bitcoin,BTC,Bitcoin,2015-04-03,1,189.803,192.03,188.91,190.74,23146600,3545940000,0.5865,4.16
706,bitcoin,BTC,Bitcoin,2015-04-04,1,190.718,191.445,188.325,190.275,12493500,3563920000,0.625,4.16
707,bitcoin,BTC,Bitcoin,2015-04-05,1,190.32,195.51,188.955,195.45,19649200,3557460000,0.9908,8.74
708,bitcoin,BTC,Bitcoin,2015-04-06,1,195.54,196.35,190.928,191.618,20034200,3655990000,0.1272,7.23
709,bitcoin,BTC,Bitcoin,2015-04-07,1,191.453,191.858,189.157,189.885,18467400,3580410000,0.2694,3.6
710,bitcoin,BTC,Bitcoin,2015-04-08,1,189.795,190.387,183.165,183.765,30086400,3550390000,0.0831,9.63
711,bitcoin,BTC,Bitcoin,2015-04-09,1,183.562,184.59,179.55,182.76,21643500,3434520000,0.6369,6.72
712,bitcoin,BTC,Bitcoin,2015-04-10,1,182.767,182.767,174.578,177.053,28882000,3420500000,0.3022,10.92
713,bitcoin,BTC,Bitcoin,2015-04-11,1,177.015,179.655,175.635,177.413,16365200,3313620000,0.4422,5.36
714,bitcoin,BTC,Bitcoin,2015-04-12,1,177.398,178.297,175.125,177.113,12387900,3321740000,0.6265,4.23
715,bitcoin,BTC,Bitcoin,2015-04-13,1,176.962,177.705,166.5,168.442,31181800,3314280000,0.1734,14.94
716,bitcoin,BTC,Bitcoin,2015-04-14,1,168.57,168.735,162.24,164.37,31719000,3157970000,0.3279,8.66
717,bitcoin,BTC,Bitcoin,2015-04-15,1,164.303,167.873,163.988,167.873,22562000,3078890000,1.0,5.18
718,bitcoin,BTC,Bitcoin,2015-04-16,1,167.94,172.252,167.94,171.428,24805400,3147650000,0.8087,5.75
719,bitcoin,BTC,Bitcoin,2015-04-17,1,171.428,171.683,166.455,167.16,20429800,3213910000,0.1349,6.97
720,bitcoin,BTC,Bitcoin,2015-04-18,1,167.137,168.24,165.66,167.52,12939000,3134170000,0.7209,3.44
721,bitcoin,BTC,Bitcoin,2015-04-19,1,167.595,169.762,166.778,166.95,15021500,3143460000,0.0578,3.98
722,bitcoin,BTC,Bitcoin,2015-04-20,1,166.958,169.762,166.485,168.472,18364700,3132400000,0.6064,4.37
723,bitcoin,BTC,Bitcoin,2015-04-21,1,168.465,176.453,168.225,176.453,24978000,3161520000,1.0,10.97
724,bitcoin,BTC,Bitcoin,2015-04-22,1,176.7,178.433,175.11,175.635,23847900,3316990000,0.158,4.43
725,bitcoin,BTC,Bitcoin,2015-04-23,1,175.538,177.352,174.9,177.345,17036000,3296060000,0.9969,3.27
726,bitcoin,BTC,Bitcoin,2015-04-24,1,176.977,177.233,172.447,173.453,21448700,3323830000,0.21,6.38
727,bitcoin,BTC,Bitcoin,2015-04-25,1,173.43,174.42,169.755,169.792,13957200,3257850000,0.008,6.22
728,bitcoin,BTC,Bitcoin,2015-04-26,1,169.808,170.205,161.153,164.572,28943700,3190790000,0.3778,12.07
729,bitcoin,BTC,Bitcoin,2015-04-27,1,164.572,174.983,163.515,171.968,38574000,3093200000,0.7371,15.29
730,bitcoin,BTC,Bitcoin,2015-04-28,1,171.727,172.125,167.303,169.387,21469200,3228470000,0.4323,6.43
731,bitcoin,BTC,Bitcoin,2015-04-29,1,169.192,170.28,167.572,169.358,18936500,3181700000,0.6593,3.61
732,bitcoin,BTC,Bitcoin,2015-04-30,1,169.267,179.67,168.743,177.113,33818600,3183860000,0.7659999999999999,14.57
733,bitcoin,BTC,Bitcoin,2015-05-01,1,176.955,179.227,174.06,174.06,18815300,3329190000,0.0,6.89
734,bitcoin,BTC,Bitcoin,2015-05-02,1,174.255,176.797,174.255,176.197,12535500,3279270000,0.764,3.39
735,bitcoin,BTC,Bitcoin,2015-05-03,1,176.16,182.43,175.56,180.27,18494100,3315980000,0.6856,9.16
736,bitcoin,BTC,Bitcoin,2015-05-04,1,180.27,181.98,178.358,179.265,21223400,3394130000,0.2505,4.83
737,bitcoin,BTC,Bitcoin,2015-05-05,1,179.137,179.4,174.038,177.09,23929100,3373650000,0.5692,7.15
738,bitcoin,BTC,Bitcoin,2015-05-06,1,177.188,177.337,171.922,172.335,29587200,3337790000,0.0762,7.22
739,bitcoin,BTC,Bitcoin,2015-05-07,1,172.245,179.325,171.428,177.998,29064400,3245660000,0.8319,10.53
740,bitcoin,BTC,Bitcoin,2015-05-08,1,177.9,184.71,177.203,182.895,27445500,3353090000,0.7582,10.01
741,bitcoin,BTC,Bitcoin,2015-05-09,1,182.828,185.85,179.73,181.373,19790500,3446790000,0.2684,8.16
742,bitcoin,BTC,Bitcoin,2015-05-10,1,181.297,183.053,179.137,180.225,15019100,3418740000,0.2778,5.22
743,bitcoin,BTC,Bitcoin,2015-05-11,1,180.225,183.203,179.535,181.62,20892300,3399290000,0.5685,4.89
744,bitcoin,BTC,Bitcoin,2015-05-12,1,181.613,182.16,180.075,180.833,19282600,3426350000,0.3633,2.78
745,bitcoin,BTC,Bitcoin,2015-05-13,1,181.05,182.775,176.28,177.285,27180100,3416690000,0.1547,8.66
746,bitcoin,BTC,Bitcoin,2015-05-14,1,177.157,178.35,175.545,177.697,24413700,3344280000,0.7674,3.74
747,bitcoin,BTC,Bitcoin,2015-05-15,1,177.72,179.062,177.593,178.2,16329400,3355680000,0.4133,1.96
748,bitcoin,BTC,Bitcoin,2015-05-16,1,178.23,178.275,176.468,177.113,11089700,3366300000,0.3568,2.41
749,bitcoin,BTC,Bitcoin,2015-05-17,1,177.007,178.523,177.007,177.6,11134300,3343940000,0.3911,2.02
750,bitcoin,BTC,Bitcoin,2015-05-18,1,177.667,177.907,174.345,174.847,16780300,3357380000,0.1411,4.75
751,bitcoin,BTC,Bitcoin,2015-05-19,1,174.78,175.613,173.865,173.962,14241900,3303650000,0.0558,2.33
752,bitcoin,BTC,Bitcoin,2015-05-20,1,173.917,176.01,173.88,175.515,15499400,3288140000,0.7676,2.84
753,bitcoin,BTC,Bitcoin,2015-05-21,1,175.515,177.18,175.38,176.505,15108900,3319140000,0.625,2.4
754,bitcoin,BTC,Bitcoin,2015-05-22,1,176.49,180.727,176.295,180.262,27003000,3338560000,0.8951,5.91
755,bitcoin,BTC,Bitcoin,2015-05-23,1,180.218,180.773,179.017,179.153,14605000,3409830000,0.0769,2.34
756,bitcoin,BTC,Bitcoin,2015-05-24,1,179.235,181.485,179.108,180.712,11508000,3391910000,0.6751,3.17
757,bitcoin,BTC,Bitcoin,2015-05-25,1,180.697,180.765,177.48,177.833,14423900,3420480000,0.1073,4.38
758,bitcoin,BTC,Bitcoin,2015-05-26,1,177.825,178.68,176.767,177.84,16425000,3367040000,0.5608,2.55
759,bitcoin,BTC,Bitcoin,2015-05-27,1,177.795,178.98,177.517,177.96,18837000,3367340000,0.3026,1.95
760,bitcoin,BTC,Bitcoin,2015-05-28,1,177.945,178.365,177.488,178.058,13829600,3370890000,0.6496,1.17
761,bitcoin,BTC,Bitcoin,2015-05-29,1,178.035,178.14,176.797,177.825,14805000,3373380000,0.7654,1.79
762,bitcoin,BTC,Bitcoin,2015-05-30,1,177.817,177.817,174.038,175.005,14098600,3370240000,0.256,5.04
763,bitcoin,BTC,Bitcoin,2015-05-31,1,174.847,174.938,172.155,172.642,14730800,3314780000,0.1752,3.71
764,bitcoin,BTC,Bitcoin,2015-06-01,1,172.672,173.782,165.975,167.197,26090500,3274370000,0.1566,10.41
765,bitcoin,BTC,Bitcoin,2015-06-02,1,167.167,169.815,166.815,169.35,20459000,3170730000,0.845,4.0
766,bitcoin,BTC,Bitcoin,2015-06-03,1,169.305,170.55,167.947,169.403,17752400,3212010000,0.5591,3.47
767,bitcoin,BTC,Bitcoin,2015-06-04,1,169.328,169.935,168.038,168.24,14728100,3213320000,0.1067,2.53
768,bitcoin,BTC,Bitcoin,2015-06-05,1,168.113,169.477,167.385,168.712,18056500,3191080000,0.6344,2.79
769,bitcoin,BTC,Bitcoin,2015-06-06,1,168.75,169.29,168.285,169.215,11131500,3203980000,0.9254,1.34
770,bitcoin,BTC,Bitcoin,2015-06-07,1,169.2,169.642,166.988,167.16,13318400,3213390000,0.065,3.54
771,bitcoin,BTC,Bitcoin,2015-06-08,1,167.16,172.095,167.13,171.368,23378400,3175520000,0.8535,6.62
772,bitcoin,BTC,Bitcoin,2015-06-09,1,171.405,173.212,170.947,171.788,28353100,3257050000,0.3709,3.02
773,bitcoin,BTC,Bitcoin,2015-06-10,1,171.75,172.335,171.007,171.6,15904800,3264420000,0.4463,1.77
774,bitcoin,BTC,Bitcoin,2015-06-11,1,171.637,172.718,171.578,172.282,14416000,3263390000,0.6184,1.52
775,bitcoin,BTC,Bitcoin,2015-06-12,1,172.282,173.295,171.983,172.485,14017700,3276290000,0.3829,1.75
776,bitcoin,BTC,Bitcoin,2015-06-13,1,172.44,174.488,171.907,174.3,13305300,3280180000,0.9273,3.44
777,bitcoin,BTC,Bitcoin,2015-06-14,1,174.33,176.145,174.0,175.155,12165900,3317080000,0.5385,2.86
778,bitcoin,BTC,Bitcoin,2015-06-15,1,175.065,178.38,175.065,177.615,19912100,3331930000,0.7692,4.42
779,bitcoin,BTC,Bitcoin,2015-06-16,1,177.57,188.805,177.09,188.175,41612000,3380500000,0.9462,15.62
780,bitcoin,BTC,Bitcoin,2015-06-17,1,188.115,192.638,184.86,186.96,43858400,3581960000,0.27,10.37
781,bitcoin,BTC,Bitcoin,2015-06-18,1,187.072,189.083,183.097,186.757,30980200,3563010000,0.6115,7.98
782,bitcoin,BTC,Bitcoin,2015-06-19,1,186.78,188.235,182.843,183.458,23965300,3558500000,0.114,7.19
783,bitcoin,BTC,Bitcoin,2015-06-20,1,183.398,184.373,180.472,183.907,20608100,3494910000,0.8808,5.2
784,bitcoin,BTC,Bitcoin,2015-06-21,1,183.825,183.915,181.41,182.955,10600900,3503880000,0.6168,3.34
785,bitcoin,BTC,Bitcoin,2015-06-22,1,182.977,185.94,182.835,185.243,17692500,3488460000,0.7754,4.14
786,bitcoin,BTC,Bitcoin,2015-06-23,1,185.197,185.475,182.347,183.225,15108700,3531700000,0.2806,4.17
787,bitcoin,BTC,Bitcoin,2015-06-24,1,183.21,183.255,180.382,180.382,17344900,3494730000,0.0,3.83
788,bitcoin,BTC,Bitcoin,2015-06-25,1,180.278,182.498,180.278,182.1,16133100,3439620000,0.8209,2.96
789,bitcoin,BTC,Bitcoin,2015-06-26,1,181.95,182.812,181.163,182.692,13983500,3472580000,0.9273,2.2
790,bitcoin,BTC,Bitcoin,2015-06-27,1,182.663,188.505,182.34,188.243,20488600,3487060000,0.9574,8.22
791,bitcoin,BTC,Bitcoin,2015-06-28,1,188.22,188.377,185.572,186.757,15137600,3593900000,0.4225,3.74
792,bitcoin,BTC,Bitcoin,2015-06-29,1,186.54,192.877,186.435,192.795,34742900,3562790000,0.9872,8.59
793,bitcoin,BTC,Bitcoin,2015-06-30,1,192.78,200.903,191.962,197.303,44533800,3682790000,0.5973,11.92
794,bitcoin,BTC,Bitcoin,2015-07-01,1,197.513,198.877,191.828,193.965,27029800,3774140000,0.3032,9.4
795,bitcoin,BTC,Bitcoin,2015-07-02,1,193.913,196.222,190.59,191.558,21551900,3706320000,0.1718,7.51
796,bitcoin,BTC,Bitcoin,2015-07-03,1,191.595,192.81,190.125,192.255,19033800,3662970000,0.7933,3.58
797,bitcoin,BTC,Bitcoin,2015-07-04,1,192.368,196.095,190.65,195.667,15620400,3678800000,0.9215,7.26
798,bitcoin,BTC,Bitcoin,2015-07-05,1,195.608,205.882,194.025,203.933,44156100,3741670000,0.8355,15.81
799,bitcoin,BTC,Bitcoin,2015-07-06,1,203.333,208.065,200.7,201.772,49154800,3890430000,0.1456,9.82
800,bitcoin,BTC,Bitcoin,2015-07-07,1,202.47,203.505,198.623,199.657,28857600,3875220000,0.212,6.51
801,bitcoin,BTC,Bitcoin,2015-07-08,1,199.485,204.728,198.292,203.093,36980200,3818970000,0.7459,8.58
802,bitcoin,BTC,Bitcoin,2015-07-09,1,203.123,204.248,200.317,201.923,40301200,3889620000,0.4084,5.24
803,bitcoin,BTC,Bitcoin,2015-07-10,1,201.87,220.942,201.6,213.667,100390000,3866510000,0.6239,25.79
804,bitcoin,BTC,Bitcoin,2015-07-11,1,213.66,223.882,212.647,219.84,41109900,4093500000,0.6402,14.98
805,bitcoin,BTC,Bitcoin,2015-07-12,1,219.855,235.792,219.375,233.153,56405000,4213280000,0.8392,21.89
806,bitcoin,BTC,Bitcoin,2015-07-13,1,233.123,233.212,210.757,219.038,62053900,4468540000,0.3687,29.94
807,bitcoin,BTC,Bitcoin,2015-07-14,1,219.022,222.112,214.98,215.595,28727200,4199450000,0.0862,9.51
808,bitcoin,BTC,Bitcoin,2015-07-15,1,216.038,219.938,214.028,214.373,27486600,4143120000,0.0584,7.88
809,bitcoin,BTC,Bitcoin,2015-07-16,1,214.53,218.385,206.43,208.567,49482600,4115410000,0.1788,15.94
810,bitcoin,BTC,Bitcoin,2015-07-17,1,208.567,210.21,204.03,209.603,27591400,4001950000,0.9017,8.24
811,bitcoin,BTC,Bitcoin,2015-07-18,1,209.498,211.897,205.553,206.175,25187100,4020820000,0.0981,8.46
812,bitcoin,BTC,Bitcoin,2015-07-19,1,206.077,206.752,204.382,205.208,15332500,3956140000,0.3481,3.16
813,bitcoin,BTC,Bitcoin,2015-07-20,1,205.125,209.235,204.72,209.235,22711400,3938930000,1.0,6.02
814,bitcoin,BTC,Bitcoin,2015-07-21,1,209.16,210.413,206.565,206.873,22930700,4017540000,0.0799,5.13
815,bitcoin,BTC,Bitcoin,2015-07-22,1,206.745,208.252,205.785,207.915,19389800,3971960000,0.8632,3.29
816,bitcoin,BTC,Bitcoin,2015-07-23,1,208.005,208.583,206.79,207.038,18531300,3997290000,0.1381,2.39
817,bitcoin,BTC,Bitcoin,2015-07-24,1,207.0,216.938,206.438,216.21,37199400,3978990000,0.9307,14.0
818,bitcoin,BTC,Bitcoin,2015-07-25,1,216.12,218.048,214.5,216.525,20662200,4155500000,0.5708,4.73
819,bitcoin,BTC,Bitcoin,2015-07-26,1,216.48,219.788,215.782,219.517,16032300,4163470000,0.9326,5.34
820,bitcoin,BTC,Bitcoin,2015-07-27,1,219.48,223.327,215.587,220.215,30592000,4222210000,0.5979,10.32
821,bitcoin,BTC,Bitcoin,2015-07-28,1,220.222,222.487,220.065,220.822,25453600,4237650000,0.3127,3.23
822,bitcoin,BTC,Bitcoin,2015-07-29,1,220.86,220.905,216.585,217.192,24672600,4250940000,0.1406,5.76
823,bitcoin,BTC,Bitcoin,2015-07-30,1,216.825,217.597,214.928,215.79,21635800,4174360000,0.32299999999999995,3.56
824,bitcoin,BTC,Bitcoin,2015-07-31,1,215.775,216.72,211.755,213.487,23629100,4155010000,0.3489,6.62
825,bitcoin,BTC,Bitcoin,2015-08-01,1,213.517,213.697,208.583,211.2,18995000,4112610000,0.5117,6.82
826,bitcoin,BTC,Bitcoin,2015-08-02,1,210.337,212.272,208.147,211.958,17722200,4052470000,0.9236,5.5
827,bitcoin,BTC,Bitcoin,2015-08-03,1,212.108,214.103,210.173,210.923,21474100,4087610000,0.1908,5.24
828,bitcoin,BTC,Bitcoin,2015-08-04,1,210.923,214.282,210.923,213.915,21908700,4065870000,0.8906,4.48
829,bitcoin,BTC,Bitcoin,2015-08-05,1,213.638,214.125,211.118,211.41,20128000,4119190000,0.0973,4.01
830,bitcoin,BTC,Bitcoin,2015-08-06,1,211.433,211.433,208.8,208.935,18792100,4077600000,0.0513,3.51
831,bitcoin,BTC,Bitcoin,2015-08-07,1,209.055,210.292,207.278,209.685,42484800,4032820000,0.7985,4.02
832,bitcoin,BTC,Bitcoin,2015-08-08,1,209.805,209.947,195.532,195.75,58533000,4048270000,0.0151,19.22
833,bitcoin,BTC,Bitcoin,2015-08-09,1,195.84,200.25,195.353,198.81,23789600,3779770000,0.706,6.53
834,bitcoin,BTC,Bitcoin,2015-08-10,1,199.11,200.272,196.95,198.353,20979400,3843850000,0.4221,4.43
835,bitcoin,BTC,Bitcoin,2015-08-11,1,198.255,202.792,198.067,202.792,25433900,3828500000,1.0,6.3
836,bitcoin,BTC,Bitcoin,2015-08-12,1,202.95,203.002,199.103,199.785,26815400,3920210000,0.175,5.2
837,bitcoin,BTC,Bitcoin,2015-08-13,1,199.635,199.673,197.13,198.06,27685500,3857090000,0.3658,3.39
838,bitcoin,BTC,Bitcoin,2015-08-14,1,198.097,200.603,196.11,199.26,27091200,3828340000,0.7012,5.99
839,bitcoin,BTC,Bitcoin,2015-08-15,1,199.147,200.002,195.975,196.163,19321100,3849530000,0.0466,5.37
840,bitcoin,BTC,Bitcoin,2015-08-16,1,196.403,196.83,192.78,193.882,29717000,3797330000,0.2722,5.4
841,bitcoin,BTC,Bitcoin,2015-08-17,1,193.868,195.375,192.84,193.485,21617900,3749260000,0.2544,3.38
842,bitcoin,BTC,Bitcoin,2015-08-18,1,193.447,193.493,158.31,158.31,42147200,3742020000,0.0,46.91
843,bitcoin,BTC,Bitcoin,2015-08-19,1,169.252,178.058,167.078,170.01,60869200,3274860000,0.2671,14.64
844,bitcoin,BTC,Bitcoin,2015-08-20,1,170.175,178.028,170.175,176.512,32275000,3293570000,0.8071,10.47
845,bitcoin,BTC,Bitcoin,2015-08-21,1,176.512,177.322,173.79,174.428,23173800,3417200000,0.1805,4.71
846,bitcoin,BTC,Bitcoin,2015-08-22,1,174.495,176.22,167.025,172.792,23205900,3379050000,0.6272,12.26
847,bitcoin,BTC,Bitcoin,2015-08-23,1,172.785,174.532,169.185,171.127,18406600,3346760000,0.3633,7.13
848,bitcoin,BTC,Bitcoin,2015-08-24,1,171.083,171.105,157.83,157.875,59220700,3314640000,0.0034,17.7
849,bitcoin,BTC,Bitcoin,2015-08-25,1,157.553,169.74,149.678,166.208,61089200,3053250000,0.8239,26.75
850,bitcoin,BTC,Bitcoin,2015-08-26,1,166.56,173.385,165.15,169.373,31808000,3228540000,0.5128,10.98
851,bitcoin,BTC,Bitcoin,2015-08-27,1,169.538,171.48,167.76,168.578,21905400,3287220000,0.2198,4.96
852,bitcoin,BTC,Bitcoin,2015-08-28,1,168.525,176.415,165.697,173.55,31336600,3268370000,0.7327,14.29
853,bitcoin,BTC,Bitcoin,2015-08-29,1,173.663,174.915,170.498,172.335,17142500,3368880000,0.41600000000000004,5.89
854,bitcoin,BTC,Bitcoin,2015-08-30,1,172.425,174.053,169.688,171.57,19412600,3345740000,0.4313,5.82
855,bitcoin,BTC,Bitcoin,2015-08-31,1,171.833,173.97,169.433,172.545,20710700,3335220000,0.6859999999999999,6.05
856,bitcoin,BTC,Bitcoin,2015-09-01,1,172.695,173.415,170.145,171.09,20575200,3352760000,0.289,4.36
857,bitcoin,BTC,Bitcoin,2015-09-02,1,171.023,172.935,169.852,171.96,18760400,3321180000,0.6837,4.11
858,bitcoin,BTC,Bitcoin,2015-09-03,1,171.99,172.2,170.002,170.385,17482000,3340990000,0.1741,2.93
859,bitcoin,BTC,Bitcoin,2015-09-04,1,170.415,173.175,170.288,172.725,20962400,3311080000,0.8442,3.85
860,bitcoin,BTC,Bitcoin,2015-09-05,1,172.65,177.105,172.08,176.265,20671400,3355470000,0.8328,6.7
861,bitcoin,BTC,Bitcoin,2015-09-06,1,176.153,182.183,176.01,179.88,25473700,3424420000,0.627,8.23
862,bitcoin,BTC,Bitcoin,2015-09-07,1,179.947,181.583,179.04,179.887,21192200,3499120000,0.3333,3.39
863,bitcoin,BTC,Bitcoin,2015-09-08,1,179.887,184.335,179.76,182.708,26879200,3498750000,0.6443,6.1
864,bitcoin,BTC,Bitcoin,2015-09-09,1,182.558,183.315,178.365,178.627,23635700,3551640000,0.053,6.6
865,bitcoin,BTC,Bitcoin,2015-09-10,1,178.755,180.968,176.843,178.86,21215500,3478410000,0.4891,5.5
866,bitcoin,BTC,Bitcoin,2015-09-11,1,178.748,180.877,178.748,180.083,19224700,3479310000,0.6268,2.84
867,bitcoin,BTC,Bitcoin,2015-09-12,1,179.887,180.09,176.062,176.422,17962600,3502520000,0.0894,5.37
868,bitcoin,BTC,Bitcoin,2015-09-13,1,176.43,176.955,171.998,172.882,18478800,3435990000,0.1785,6.61
869,bitcoin,BTC,Bitcoin,2015-09-14,1,172.958,174.33,170.97,172.98,20997800,3369190000,0.5982,4.48
870,bitcoin,BTC,Bitcoin,2015-09-15,1,172.868,194.385,172.365,172.725,19177800,3368360000,0.0163,29.36
871,bitcoin,BTC,Bitcoin,2015-09-16,1,172.688,173.415,170.55,171.817,20144200,3365740000,0.4424,3.82
872,bitcoin,BTC,Bitcoin,2015-09-17,1,171.81,172.71,171.697,172.358,18935400,3349390000,0.6519,1.35
873,bitcoin,BTC,Bitcoin,2015-09-18,1,175.14,175.762,174.142,174.727,20242200,3415440000,0.3611,2.16
874,bitcoin,BTC,Bitcoin,2015-09-19,1,174.645,174.907,173.317,173.618,12712600,3406390000,0.1887,2.12
875,bitcoin,BTC,Bitcoin,2015-09-20,1,173.55,174.278,173.183,173.407,14444700,3385770000,0.2055,1.46
876,bitcoin,BTC,Bitcoin,2015-09-21,1,173.415,173.415,169.89,170.317,19678800,3383840000,0.1213,4.7
877,bitcoin,BTC,Bitcoin,2015-09-22,1,170.227,174.292,168.84,172.965,25009300,3322420000,0.7565,7.27
878,bitcoin,BTC,Bitcoin,2015-09-23,1,173.205,173.88,172.192,172.71,17254100,3381390000,0.3067,2.25
879,bitcoin,BTC,Bitcoin,2015-09-24,1,172.77,176.738,172.718,175.898,25097800,3373850000,0.7909999999999999,5.36
880,bitcoin,BTC,Bitcoin,2015-09-25,1,175.77,178.072,175.26,176.355,22363600,3433300000,0.3893,3.75
881,bitcoin,BTC,Bitcoin,2015-09-26,1,176.31,176.55,175.02,175.755,13724100,3444730000,0.4804,2.04
882,bitcoin,BTC,Bitcoin,2015-09-27,1,175.605,175.898,174.36,174.57,14179900,3431860000,0.1366,2.05
883,bitcoin,BTC,Bitcoin,2015-09-28,1,174.63,179.505,174.352,179.355,24713000,3413630000,0.9709,6.87
884,bitcoin,BTC,Bitcoin,2015-09-29,1,179.265,179.85,176.947,177.517,22691300,3505090000,0.1964,3.87
885,bitcoin,BTC,Bitcoin,2015-09-30,1,177.48,178.297,176.722,177.045,19743500,3471280000,0.2048,2.1
886,bitcoin,BTC,Bitcoin,2015-10-01,1,177.0,178.83,176.715,178.163,20488800,3462800000,0.6844,2.82
887,bitcoin,BTC,Bitcoin,2015-10-02,1,177.945,178.905,177.45,177.968,19677900,3482190000,0.3557,1.94
888,bitcoin,BTC,Bitcoin,2015-10-03,1,177.9,179.483,177.705,179.047,16482700,3482100000,0.7553,2.37
889,bitcoin,BTC,Bitcoin,2015-10-04,1,178.898,179.227,178.455,178.695,12999000,3502460000,0.3107,1.03
890,bitcoin,BTC,Bitcoin,2015-10-05,1,178.613,180.285,177.773,180.285,23335900,3497740000,1.0,3.35
891,bitcoin,BTC,Bitcoin,2015-10-06,1,180.27,185.205,180.105,184.545,27535100,3531230000,0.8706,6.8
892,bitcoin,BTC,Bitcoin,2015-10-07,1,184.627,185.01,181.942,182.227,22999200,3617400000,0.0929,4.09
893,bitcoin,BTC,Bitcoin,2015-10-08,1,182.303,183.188,181.635,181.725,18515300,3572730000,0.057999999999999996,2.07
894,bitcoin,BTC,Bitcoin,2015-10-09,1,181.875,183.172,181.59,182.947,17353100,3565090000,0.8578,2.11
895,bitcoin,BTC,Bitcoin,2015-10-10,1,182.805,183.99,182.303,183.705,15912700,3584120000,0.8311,2.25
896,bitcoin,BTC,Bitcoin,2015-10-11,1,183.555,185.43,183.113,185.288,16827300,3599840000,0.9385,3.09
897,bitcoin,BTC,Bitcoin,2015-10-12,1,185.16,185.587,183.885,183.983,17388300,3632110000,0.0573,2.27
898,bitcoin,BTC,Bitcoin,2015-10-13,1,183.9,187.68,182.82,187.132,28198500,3608340000,0.8873,6.48
899,bitcoin,BTC,Bitcoin,2015-10-14,1,187.118,190.71,186.675,188.993,27462600,3672370000,0.5743,5.38
900,bitcoin,BTC,Bitcoin,2015-10-15,1,189.083,191.97,189.038,190.74,25223500,3711800000,0.5806,3.91
901,bitcoin,BTC,Bitcoin,2015-10-16,1,190.725,199.597,190.447,197.153,35901500,3745090000,0.7328,12.2
902,bitcoin,BTC,Bitcoin,2015-10-17,1,197.062,205.185,196.778,202.98,43199600,3870490000,0.7377,11.21
903,bitcoin,BTC,Bitcoin,2015-10-18,1,203.183,203.752,195.585,196.23,22434300,3991620000,0.079,10.89
904,bitcoin,BTC,Bitcoin,2015-10-19,1,196.395,198.615,195.712,197.58,25258800,3859270000,0.6434,3.87
905,bitcoin,BTC,Bitcoin,2015-10-20,1,197.678,203.123,197.423,202.095,30889800,3885570000,0.8197,7.6
906,bitcoin,BTC,Bitcoin,2015-10-21,1,201.983,203.077,197.88,199.702,25637300,3970980000,0.3506,6.93
907,bitcoin,BTC,Bitcoin,2015-10-22,1,199.875,207.382,199.597,205.515,37808600,3930500000,0.7601,10.38
908,bitcoin,BTC,Bitcoin,2015-10-23,1,205.237,209.01,205.155,207.375,29442500,4037010000,0.5759,5.14
909,bitcoin,BTC,Bitcoin,2015-10-24,1,207.375,211.282,207.375,211.237,25942400,4080140000,0.9885,5.21
910,bitcoin,BTC,Bitcoin,2015-10-25,1,211.08,220.545,211.08,212.76,45717100,4154100000,0.1775,12.62
911,bitcoin,BTC,Bitcoin,2015-10-26,1,212.722,213.975,210.382,213.975,32108800,4187410000,1.0,4.79
912,bitcoin,BTC,Bitcoin,2015-10-27,1,213.885,222.157,213.757,220.343,46331800,4211500000,0.7839,11.2
913,bitcoin,BTC,Bitcoin,2015-10-28,1,220.275,229.748,220.275,228.465,50808100,4338430000,0.8646,12.63
914,bitcoin,BTC,Bitcoin,2015-10-29,1,228.24,238.627,226.365,235.395,64495900,4496390000,0.7364,16.35
915,bitcoin,BTC,Bitcoin,2015-10-30,1,235.455,250.627,235.455,246.007,78305000,4639690000,0.6955,20.23
916,bitcoin,BTC,Bitcoin,2015-10-31,1,246.382,249.585,231.938,235.627,48598100,4856410000,0.2091,23.53
917,bitcoin,BTC,Bitcoin,2015-11-01,1,236.25,245.603,233.91,244.072,37001100,4657890000,0.8691,15.59
918,bitcoin,BTC,Bitcoin,2015-11-02,1,244.455,274.02,242.407,270.892,101918000,4820850000,0.9011,42.15
919,bitcoin,BTC,Bitcoin,2015-11-03,1,271.403,313.425,268.237,302.565,206162000,5353680000,0.7597,60.25
920,bitcoin,BTC,Bitcoin,2015-11-04,1,302.745,371.67,285.413,308.67,263900000,5973510000,0.2696,115.01
