,slug,symbol,name,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
45,bitcoin,BTC,Bitcoin,2013-06-12,1,81.75,83.843,80.047,81.113,0,1229000000,0.2806,5.06
46,bitcoin,BTC,Bitcoin,2013-06-13,1,81.585,82.725,75.398,78.0,0,1227030000,0.3552,9.77
47,bitcoin,BTC,Bitcoin,2013-06-14,1,77.963,78.525,73.5,74.985,0,1173060000,0.2955,6.7
48,bitcoin,BTC,Bitcoin,2013-06-15,1,75.0,77.775,73.5,74.992,0,1128950000,0.3491,5.7
49,bitcoin,BTC,Bitcoin,2013-06-16,1,74.85,76.2,74.213,74.633,0,1127120000,0.2113,2.65
50,bitcoin,BTC,Bitcoin,2013-06-17,1,74.925,76.657,74.25,76.275,0,1128720000,0.8411,3.21
51,bitcoin,BTC,Bitcoin,2013-06-18,1,76.463,83.332,75.773,80.55,0,1152250000,0.6319,10.08
52,bitcoin,BTC,Bitcoin,2013-06-19,1,80.287,82.665,79.312,81.188,0,1210260000,0.5593,4.47
53,bitcoin,BTC,Bitcoin,2013-06-20,1,81.188,85.725,80.625,82.613,0,1224210000,0.3897,6.8
54,bitcoin,BTC,Bitcoin,2013-06-21,1,83.468,86.242,80.767,82.125,0,1259000000,0.2479,7.3
55,bitcoin,BTC,Bitcoin,2013-06-22,1,82.125,82.47,80.633,81.225,0,1239210000,0.3224,2.45
56,bitcoin,BTC,Bitcoin,2013-06-23,1,81.15,81.6,79.672,80.7,0,1224980000,0.5331,2.57
57,bitcoin,BTC,Bitcoin,2013-06-24,1,80.925,81.248,75.735,77.055,0,1222030000,0.2395,7.35
58,bitcoin,BTC,Bitcoin,2013-06-25,1,76.567,79.852,75.758,77.963,0,1156610000,0.5385,5.46
59,bitcoin,BTC,Bitcoin,2013-06-26,1,77.498,79.117,77.093,78.0,0,1171050000,0.4481,2.7
60,bitcoin,BTC,Bitcoin,2013-06-27,1,78.0,78.0,75.825,76.08,0,1179110000,0.1172,2.9
61,bitcoin,BTC,Bitcoin,2013-06-28,1,76.305,76.305,69.248,70.988,0,1153880000,0.2465,9.41
62,bitcoin,BTC,Bitcoin,2013-06-29,1,70.995,74.992,69.75,71.242,0,1074010000,0.2847,6.99
63,bitcoin,BTC,Bitcoin,2013-06-30,1,71.25,73.59,70.665,72.457,0,1078260000,0.6128,3.9
64,bitcoin,BTC,Bitcoin,2013-07-01,1,73.133,73.245,64.725,66.037,0,1107130000,0.154,11.36
65,bitcoin,BTC,Bitcoin,2013-07-02,1,66.037,69.225,65.633,67.597,0,1000070000,0.547,4.79
66,bitcoin,BTC,Bitcoin,2013-07-03,1,67.808,68.235,57.735,58.148,0,1027160000,0.0393,14.0
67,bitcoin,BTC,Bitcoin,2013-07-04,1,59.168,62.332,54.0,60.398,0,896693000,0.7678,11.11
68,bitcoin,BTC,Bitcoin,2013-07-05,1,59.992,60.0,49.148,51.323,0,909526000,0.2004,14.47
69,bitcoin,BTC,Bitcoin,2013-07-06,1,51.375,56.25,50.115,52.71,0,779255000,0.423,8.18
70,bitcoin,BTC,Bitcoin,2013-07-07,1,51.562,55.92,49.965,55.92,0,782352000,1.0,7.94
71,bitcoin,BTC,Bitcoin,2013-07-08,1,57.375,60.0,54.45,57.39,0,870912000,0.5297,7.4
72,bitcoin,BTC,Bitcoin,2013-07-09,1,57.0,58.725,54.39,57.517,0,865585000,0.7215,5.78
73,bitcoin,BTC,Bitcoin,2013-07-10,1,57.54,65.25,57.15,65.07,0,874138000,0.9778,10.8
74,bitcoin,BTC,Bitcoin,2013-07-11,1,66.0,67.71,63.81,66.735,0,1003090000,0.75,5.2
75,bitcoin,BTC,Bitcoin,2013-07-12,1,66.735,78.0,66.127,70.192,0,1014640000,0.3424,15.83
76,bitcoin,BTC,Bitcoin,2013-07-13,1,70.492,73.688,66.045,73.597,0,1072140000,0.9882,10.19
77,bitcoin,BTC,Bitcoin,2013-07-14,1,74.025,74.025,69.645,71.017,0,1126260000,0.3134,5.84
78,bitcoin,BTC,Bitcoin,2013-07-15,1,70.207,76.425,69.832,73.8,0,1068520000,0.6018,8.79
79,bitcoin,BTC,Bitcoin,2013-07-16,1,74.168,74.895,72.105,73.088,0,1129260000,0.3522,3.72
80,bitcoin,BTC,Bitcoin,2013-07-17,1,72.532,74.977,72.135,73.875,0,1104760000,0.6121,3.79
81,bitcoin,BTC,Bitcoin,2013-07-18,1,73.875,74.1,64.65,67.935,0,1125660000,0.3476,12.6
82,bitcoin,BTC,Bitcoin,2013-07-19,1,67.552,71.4,65.85,69.127,0,1029670000,0.5905,7.4
83,bitcoin,BTC,Bitcoin,2013-07-20,1,69.0,69.825,66.953,67.043,0,1052140000,0.0313,3.83
84,bitcoin,BTC,Bitcoin,2013-07-21,1,67.365,68.963,66.0,68.07,0,1027640000,0.6987,3.95
85,bitcoin,BTC,Bitcoin,2013-07-22,1,69.0,69.0,67.56,68.707,0,1053000000,0.7969,1.92
86,bitcoin,BTC,Bitcoin,2013-07-23,1,68.7,72.615,68.7,71.67,0,1048820000,0.7586,5.22
87,bitcoin,BTC,Bitcoin,2013-07-24,1,71.67,71.992,69.75,70.883,0,1094490000,0.505,2.99
88,bitcoin,BTC,Bitcoin,2013-07-25,1,70.875,72.998,70.403,72.675,0,1082800000,0.8757,3.46
89,bitcoin,BTC,Bitcoin,2013-07-26,1,72.713,73.102,72.0,72.015,0,1111160000,0.0136,1.47
90,bitcoin,BTC,Bitcoin,2013-07-27,1,72.015,72.75,69.75,70.59,0,1100900000,0.28,4.0
91,bitcoin,BTC,Bitcoin,2013-07-28,1,70.8,75.435,70.5,74.82,0,1082750000,0.8754,6.58
92,bitcoin,BTC,Bitcoin,2013-07-29,1,73.95,76.875,73.838,75.9,0,1131340000,0.679,4.05
93,bitcoin,BTC,Bitcoin,2013-07-30,1,76.117,80.992,75.352,80.992,0,1164940000,1.0,7.52
94,bitcoin,BTC,Bitcoin,2013-07-31,1,80.963,83.505,77.91,79.567,0,1239630000,0.2962,7.46
95,bitcoin,BTC,Bitcoin,2013-08-01,1,79.657,81.0,77.258,78.0,0,1220190000,0.1984,4.99
96,bitcoin,BTC,Bitcoin,2013-08-02,1,78.645,81.0,75.907,78.375,0,1205070000,0.4845,6.79
97,bitcoin,BTC,Bitcoin,2013-08-03,1,78.375,79.335,76.5,78.0,0,1201490000,0.5291,3.78
98,bitcoin,BTC,Bitcoin,2013-08-04,1,78.713,79.463,77.64,78.855,0,1207100000,0.6667,2.43
99,bitcoin,BTC,Bitcoin,2013-08-05,1,78.84,80.828,78.75,79.665,0,1209520000,0.4404,2.77
100,bitcoin,BTC,Bitcoin,2013-08-06,1,80.04,80.535,79.17,80.062,0,1228440000,0.6538,1.82
101,bitcoin,BTC,Bitcoin,2013-08-07,1,80.062,80.062,80.062,80.062,0,1229100000,0.0,0.0
102,bitcoin,BTC,Bitcoin,2013-08-08,1,80.062,80.062,75.945,77.25,0,1229100000,0.3169,5.49
103,bitcoin,BTC,Bitcoin,2013-08-09,1,77.302,79.312,76.455,77.1,0,1187920000,0.2257,3.81
104,bitcoin,BTC,Bitcoin,2013-08-10,1,77.1,77.925,76.808,77.25,0,1185310000,0.396,1.49
105,bitcoin,BTC,Bitcoin,2013-08-11,1,77.25,78.892,77.062,78.75,0,1188150000,0.9221,2.44
106,bitcoin,BTC,Bitcoin,2013-08-12,1,78.75,81.0,77.625,79.98,0,1211790000,0.6978,4.5
107,bitcoin,BTC,Bitcoin,2013-08-13,1,80.242,82.012,78.488,81.75,0,1235340000,0.9255,4.7
108,bitcoin,BTC,Bitcoin,2013-08-14,1,82.17,86.25,81.0,84.42,0,1265450000,0.6514,7.0
109,bitcoin,BTC,Bitcoin,2013-08-15,1,84.42,84.938,81.75,82.492,0,1300660000,0.2329,4.25
110,bitcoin,BTC,Bitcoin,2013-08-16,1,82.5,84.225,81.39,81.742,0,1271470000,0.1243,3.78
111,bitcoin,BTC,Bitcoin,2013-08-17,1,81.742,85.312,81.165,85.125,0,1260350000,0.9548,5.53
112,bitcoin,BTC,Bitcoin,2013-08-18,1,84.562,86.017,84.0,85.125,0,1304320000,0.5576,2.69
113,bitcoin,BTC,Bitcoin,2013-08-19,1,85.035,92.295,83.828,89.25,0,1312160000,0.6404,11.29
114,bitcoin,BTC,Bitcoin,2013-08-20,1,89.25,92.258,88.133,90.9,0,1377730000,0.6709,5.5
115,bitcoin,BTC,Bitcoin,2013-08-21,1,90.907,93.683,89.76,92.475,0,1403890000,0.6922,5.23
116,bitcoin,BTC,Bitcoin,2013-08-22,1,92.475,92.625,90.45,90.863,0,1428700000,0.1897,2.9
117,bitcoin,BTC,Bitcoin,2013-08-23,1,91.5,91.5,88.83,88.875,0,1414290000,0.0169,3.56
118,bitcoin,BTC,Bitcoin,2013-08-24,1,88.883,91.043,88.515,90.037,0,1374420000,0.6024,3.37
119,bitcoin,BTC,Bitcoin,2013-08-25,1,89.7,92.242,89.377,91.582,0,1387640000,0.7696,3.82
120,bitcoin,BTC,Bitcoin,2013-08-26,1,91.582,92.062,89.948,90.045,0,1417200000,0.0461,2.82
121,bitcoin,BTC,Bitcoin,2013-08-27,1,90.052,95.43,90.052,94.875,0,1394010000,0.8968,7.17
122,bitcoin,BTC,Bitcoin,2013-08-28,1,94.86,95.49,91.965,91.965,0,1468960000,0.0,4.7
123,bitcoin,BTC,Bitcoin,2013-08-29,1,91.965,92.775,91.657,91.793,0,1424680000,0.1208,1.49
124,bitcoin,BTC,Bitcoin,2013-08-30,1,91.762,101.812,90.742,100.118,0,1422120000,0.8469,14.76
125,bitcoin,BTC,Bitcoin,2013-08-31,1,99.817,105.667,99.54,101.512,0,1547640000,0.3219,8.17
126,bitcoin,BTC,Bitcoin,2013-09-01,1,101.355,109.358,101.108,103.755,0,1572230000,0.3209,11.0
127,bitcoin,BTC,Bitcoin,2013-09-02,1,103.972,109.875,101.167,101.887,0,1613600000,0.0827,11.61
128,bitcoin,BTC,Bitcoin,2013-09-03,1,101.708,103.755,99.75,102.578,0,1579180000,0.706,5.34
129,bitcoin,BTC,Bitcoin,2013-09-04,1,102.398,108.375,92.707,95.055,0,1590550000,0.1498,20.89
130,bitcoin,BTC,Bitcoin,2013-09-05,1,95.07,98.58,91.373,94.823,0,1477250000,0.4787,9.61
131,bitcoin,BTC,Bitcoin,2013-09-06,1,94.867,95.505,89.363,89.363,0,1474670000,0.0,8.19
132,bitcoin,BTC,Bitcoin,2013-09-07,1,89.168,94.455,88.845,93.113,0,1386610000,0.7607,7.48
133,bitcoin,BTC,Bitcoin,2013-09-08,1,93.097,93.54,90.367,91.245,0,1448180000,0.2766,4.23
134,bitcoin,BTC,Bitcoin,2013-09-09,1,91.395,96.795,89.812,95.332,0,1422180000,0.7905,9.31
135,bitcoin,BTC,Bitcoin,2013-09-10,1,95.453,97.305,94.425,94.433,0,1485960000,0.0026,3.84
136,bitcoin,BTC,Bitcoin,2013-09-11,1,94.418,103.373,92.453,101.438,0,1470450000,0.8228,14.56
137,bitcoin,BTC,Bitcoin,2013-09-12,1,101.663,102.06,98.858,99.847,0,1583960000,0.3091,4.27
138,bitcoin,BTC,Bitcoin,2013-09-13,1,99.623,103.185,99.203,101.235,0,1552880000,0.5104,5.31
139,bitcoin,BTC,Bitcoin,2013-09-14,1,101.257,101.887,96.653,96.915,0,1579050000,0.0501,6.98
140,bitcoin,BTC,Bitcoin,2013-09-15,1,97.05,98.58,96.195,97.778,0,1514140000,0.6635,3.18
141,bitcoin,BTC,Bitcoin,2013-09-16,1,98.145,99.54,97.328,98.79,0,1531820000,0.6609999999999999,2.95
142,bitcoin,BTC,Bitcoin,2013-09-17,1,98.692,99.57,93.668,98.745,0,1540880000,0.8602,7.87
143,bitcoin,BTC,Bitcoin,2013-09-18,1,98.782,99.9,97.905,98.602,0,1542870000,0.3496,2.66
144,bitcoin,BTC,Bitcoin,2013-09-19,1,98.528,98.828,96.337,97.238,0,1539430000,0.3614,3.32
145,bitcoin,BTC,Bitcoin,2013-09-20,1,97.275,101.715,95.01,95.28,0,1520470000,0.0403,8.94
146,bitcoin,BTC,Bitcoin,2013-09-21,1,95.213,96.458,94.68,95.573,0,1488870000,0.5021,2.37
147,bitcoin,BTC,Bitcoin,2013-09-22,1,95.903,100.455,94.942,96.84,0,1500260000,0.3442,7.35
148,bitcoin,BTC,Bitcoin,2013-09-23,1,96.735,99.54,94.245,94.463,0,1513940000,0.0411,7.06
149,bitcoin,BTC,Bitcoin,2013-09-24,1,94.537,95.595,94.043,95.438,0,1480210000,0.8986,2.07
150,bitcoin,BTC,Bitcoin,2013-09-25,1,95.535,97.267,95.498,96.165,0,1496510000,0.3771,2.36
151,bitcoin,BTC,Bitcoin,2013-09-26,1,96.157,101.198,95.49,96.285,0,1506920000,0.1393,7.61
152,bitcoin,BTC,Bitcoin,2013-09-27,1,96.705,101.055,96.368,100.335,0,1516020000,0.8464,6.25
153,bitcoin,BTC,Bitcoin,2013-09-28,1,100.328,101.722,99.42,101.085,0,1573400000,0.7231,3.07
154,bitcoin,BTC,Bitcoin,2013-09-29,1,101.175,105.458,101.032,103.005,0,1587290000,0.4458,5.9
155,bitcoin,BTC,Bitcoin,2013-09-30,1,102.863,103.762,97.703,99.75,0,1614350000,0.3379,8.08
156,bitcoin,BTC,Bitcoin,2013-10-01,1,99.51,100.972,98.663,99.135,0,1562270000,0.2045,3.08
157,bitcoin,BTC,Bitcoin,2013-10-02,1,99.038,100.192,76.688,85.597,0,1555470000,0.3791,31.34
158,bitcoin,BTC,Bitcoin,2013-10-03,1,85.838,92.722,83.865,92.722,0,1348700000,1.0,11.81
159,bitcoin,BTC,Bitcoin,2013-10-04,1,92.558,97.567,92.558,96.757,0,1454900000,0.8383,6.68
160,bitcoin,BTC,Bitcoin,2013-10-05,1,96.472,97.83,96.023,96.413,0,1517020000,0.2158,2.41
161,bitcoin,BTC,Bitcoin,2013-10-06,1,96.27,97.245,94.613,96.75,0,1514540000,0.812,3.51
162,bitcoin,BTC,Bitcoin,2013-10-07,1,97.073,97.703,94.77,95.205,0,1527760000,0.1483,3.91
163,bitcoin,BTC,Bitcoin,2013-10-08,1,95.055,95.602,93.532,94.5,0,1496500000,0.4674,2.76
164,bitcoin,BTC,Bitcoin,2013-10-09,1,94.387,98.812,94.185,98.017,0,1486510000,0.8282,6.17
165,bitcoin,BTC,Bitcoin,2013-10-10,1,98.002,98.625,96.945,97.942,0,1544020000,0.5938,2.24
166,bitcoin,BTC,Bitcoin,2013-10-11,1,98.062,98.858,97.23,98.175,0,1545600000,0.5806,2.17
167,bitcoin,BTC,Bitcoin,2013-10-12,1,98.175,101.745,97.92,101.392,0,1547970000,0.9078,5.1
168,bitcoin,BTC,Bitcoin,2013-10-13,1,101.392,103.995,100.913,103.597,0,1599430000,0.871,4.11
169,bitcoin,BTC,Bitcoin,2013-10-14,1,104.453,108.09,104.175,105.39,0,1648470000,0.3103,5.22
170,bitcoin,BTC,Bitcoin,2013-10-15,1,105.578,109.042,104.347,108.93,0,1667100000,0.976,6.26
171,bitcoin,BTC,Bitcoin,2013-10-16,1,109.238,114.172,106.823,106.913,0,1725840000,0.0122,9.8
172,bitcoin,BTC,Bitcoin,2013-10-17,1,106.808,110.565,106.808,109.688,0,1688200000,0.7665,5.01
173,bitcoin,BTC,Bitcoin,2013-10-18,1,109.778,116.97,109.177,116.97,0,1735750000,1.0,10.39
174,bitcoin,BTC,Bitcoin,2013-10-19,1,116.933,133.11,116.775,129.315,0,1849630000,0.7677,21.78
175,bitcoin,BTC,Bitcoin,2013-10-20,1,128.745,131.183,126.712,130.958,0,2037440000,0.9497,5.96
176,bitcoin,BTC,Bitcoin,2013-10-21,1,131.1,138.615,131.1,136.657,0,2075580000,0.7395,10.02
177,bitcoin,BTC,Bitcoin,2013-10-22,1,136.988,147.203,136.988,145.32,0,2169750000,0.8157,13.62
178,bitcoin,BTC,Bitcoin,2013-10-23,1,145.02,160.215,144.285,160.215,0,2298160000,1.0,21.24
179,bitcoin,BTC,Bitcoin,2013-10-24,1,160.725,163.065,126.39,148.672,0,2548230000,0.6076,48.9
180,bitcoin,BTC,Bitcoin,2013-10-25,1,148.267,149.153,126.375,140.017,0,2351780000,0.5989,30.37
181,bitcoin,BTC,Bitcoin,2013-10-26,1,140.587,141.308,131.812,132.99,0,2231070000,0.124,12.66
182,bitcoin,BTC,Bitcoin,2013-10-27,1,132.45,147.33,132.45,147.33,0,2102730000,1.0,19.84
183,bitcoin,BTC,Bitcoin,2013-10-28,1,147.157,148.965,144.045,148.913,0,2337100000,0.9893,6.56
184,bitcoin,BTC,Bitcoin,2013-10-29,1,148.913,153.593,148.913,153.292,0,2365840000,0.9359,6.24
185,bitcoin,BTC,Bitcoin,2013-10-30,1,153.292,156.87,149.977,149.977,0,2436240000,0.0,9.19
186,bitcoin,BTC,Bitcoin,2013-10-31,1,149.873,153.885,149.137,153.0,0,2382870000,0.8136,6.33
187,bitcoin,BTC,Bitcoin,2013-11-01,1,152.925,154.988,151.597,154.635,0,2432470000,0.8959999999999999,4.52
188,bitcoin,BTC,Bitcoin,2013-11-02,1,154.358,155.82,151.238,154.665,0,2456330000,0.748,6.11
189,bitcoin,BTC,Bitcoin,2013-11-03,1,154.493,161.288,152.993,161.288,0,2459520000,1.0,11.06
190,bitcoin,BTC,Bitcoin,2013-11-04,1,160.995,173.257,160.455,171.825,0,2564070000,0.8881,17.07
191,bitcoin,BTC,Bitcoin,2013-11-05,1,171.907,187.995,169.665,183.93,0,2738980000,0.7782,24.44
192,bitcoin,BTC,Bitcoin,2013-11-06,1,183.585,197.25,183.585,196.875,0,2926100000,0.9726,18.22
193,bitcoin,BTC,Bitcoin,2013-11-07,1,196.26,228.127,196.163,222.308,0,3129190000,0.8179,42.62
194,bitcoin,BTC,Bitcoin,2013-11-08,1,223.388,253.995,222.697,253.583,0,3562790000,0.9868,41.73
195,bitcoin,BTC,Bitcoin,2013-11-09,1,253.935,278.115,239.782,254.333,0,4051120000,0.3796,51.11
196,bitcoin,BTC,Bitcoin,2013-11-10,1,261.615,263.025,207.93,244.965,0,4174930000,0.6722,73.46
197,bitcoin,BTC,Bitcoin,2013-11-11,1,244.058,263.452,233.835,256.83,0,3896130000,0.7764,39.49
198,bitcoin,BTC,Bitcoin,2013-11-12,1,257.295,272.108,257.1,270.248,0,4109060000,0.8761,20.01
199,bitcoin,BTC,Bitcoin,2013-11-13,1,270.728,310.538,269.85,305.528,0,4325400000,0.8769,54.25
200,bitcoin,BTC,Bitcoin,2013-11-14,1,304.808,319.425,296.392,315.15,0,4871600000,0.8144,30.71
201,bitcoin,BTC,Bitcoin,2013-11-15,1,314.558,328.418,297.082,313.462,0,5029340000,0.5227,41.78
202,bitcoin,BTC,Bitcoin,2013-11-16,1,312.96,337.695,311.678,330.165,0,5005530000,0.7106,34.69
203,bitcoin,BTC,Bitcoin,2013-11-17,1,330.72,375.435,330.18,369.082,0,5291730000,0.8596,60.34
204,bitcoin,BTC,Bitcoin,2013-11-18,1,372.435,527.835,371.205,527.67,0,5961500000,0.9989,208.84
205,bitcoin,BTC,Bitcoin,2013-11-19,1,534.57,604.582,342.293,438.457,0,8559550000,0.3666,349.72
206,bitcoin,BTC,Bitcoin,2013-11-20,1,433.485,449.737,336.337,443.123,0,6943300000,0.9417,151.2
207,bitcoin,BTC,Bitcoin,2013-11-21,1,445.74,550.05,432.967,541.822,0,7142030000,0.9297,156.11
208,bitcoin,BTC,Bitcoin,2013-11-22,1,543.053,585.638,501.097,578.58,0,8703970000,0.9165,112.72
209,bitcoin,BTC,Bitcoin,2013-11-23,1,578.775,633.727,578.775,598.365,0,9279850000,0.3565,73.27
210,bitcoin,BTC,Bitcoin,2013-11-24,1,596.722,605.52,542.153,580.688,0,9570990000,0.6081,84.49
211,bitcoin,BTC,Bitcoin,2013-11-25,1,579.765,608.01,565.822,599.332,0,9302270000,0.7943,56.25
212,bitcoin,BTC,Bitcoin,2013-11-26,1,604.298,696.405,600.6,696.075,0,9699360000,0.9966,127.74
213,bitcoin,BTC,Bitcoin,2013-11-27,1,692.888,751.47,668.76,751.47,0,11124900000,1.0,110.28
214,bitcoin,BTC,Bitcoin,2013-11-28,1,752.535,808.17,721.627,773.963,0,12087000000,0.6047,115.39
215,bitcoin,BTC,Bitcoin,2013-11-29,1,781.507,860.227,750.48,848.977,0,12557100000,0.8975,146.33
216,bitcoin,BTC,Bitcoin,2013-11-30,1,847.027,867.105,829.957,847.072,0,13614700000,0.4607,49.53
217,bitcoin,BTC,Bitcoin,2013-12-01,1,846.69,849.81,601.365,716.888,0,13614300000,0.465,331.26
218,bitcoin,BTC,Bitcoin,2013-12-02,1,713.565,791.565,703.808,782.497,0,11478300000,0.8967,117.01
219,bitcoin,BTC,Bitcoin,2013-12-03,1,784.8,822.0,758.408,808.71,0,12628300000,0.7909999999999999,84.79
220,bitcoin,BTC,Bitcoin,2013-12-04,1,808.185,867.09,802.62,863.378,0,13010000000,0.9424,85.96
221,bitcoin,BTC,Bitcoin,2013-12-05,1,864.548,865.77,672.832,783.832,0,13922300000,0.5753,257.25
222,bitcoin,BTC,Bitcoin,2013-12-06,1,781.785,781.785,622.088,622.088,0,12593900000,0.0,212.93
223,bitcoin,BTC,Bitcoin,2013-12-07,1,626.49,640.98,480.165,523.673,0,10096600000,0.2705,214.42
224,bitcoin,BTC,Bitcoin,2013-12-08,1,522.982,601.882,503.16,596.903,0,8431860000,0.9496,131.63
225,bitcoin,BTC,Bitcoin,2013-12-09,1,595.35,691.447,585.675,669.893,0,9602480000,0.7962,141.03
226,bitcoin,BTC,Bitcoin,2013-12-10,1,669.24,747.923,669.24,741.382,0,10798200000,0.9169,104.91
227,bitcoin,BTC,Bitcoin,2013-12-11,1,741.803,751.185,625.673,658.86,0,11973700000,0.2644,167.35
228,bitcoin,BTC,Bitcoin,2013-12-12,1,662.085,676.455,633.713,654.945,0,10690600000,0.4968,56.99
229,bitcoin,BTC,Bitcoin,2013-12-13,1,656.235,706.342,645.037,669.435,0,10599700000,0.39799999999999996,81.74
230,bitcoin,BTC,Bitcoin,2013-12-14,1,674.888,678.487,643.77,654.45,0,10904900000,0.3076,46.29
231,bitcoin,BTC,Bitcoin,2013-12-15,1,656.467,664.62,618.75,657.09,0,10611600000,0.8358,61.16
